e1,c1,s1,e2,c2,s2,e10,c10,s10,e100,c100,s100,
0.380956,-1.75971,6,1.04757,-0.358245,4.5,0.481086,0.286386,3.6,1.08238,0.201792,3.42,
0.288591,3.98576,5,0.476052,-0.402458,4,0.906817,0.913532,3.8,1.16594,-0.125687,3.49,
4.10862,-4.60367,2,3.38888,-0.771078,2.5,1.31603,1.33296,2.8,1.19312,-0.210974,3.61,
0.549681,1.66664,1,0.728083,0.812863,2,0.754377,1.03662,4.4,0.94396,0.509061,3.36,
0.321185,-0.141251,4,0.779632,0.699252,3,1.2059,0.0263408,3.4,0.910207,-0.937077,3.67,
0.266956,-6.84712,6,1.85899,0.608852,3.5,0.81089,0.0958396,3.4,1.09809,-3.33743,3.47,
0.734356,1.05007,4,3.66827,1.37246,2,0.771434,-0.5948,3.5,0.975667,-8.64472,3.57,
1.56883,-0.953677,1,0.740748,4.63376,5,0.776448,2.6524,2.8,0.853176,-9.43902,3.46,
0.693982,-1.78027,3,3.15751,0.53182,4.5,0.537291,-4.97488,3.5,0.942401,2.95236,3.78,
2.12687,2.9273,6,0.319588,0.336301,3.5,0.694457,-2.42964,3.8,0.939142,-0.44906,3.49,
0.761534,0.00875563,3,0.391917,-0.474397,1.5,0.621284,0.242934,3.4,0.903706,-1.90561,3.39,
0.577416,7.19819,4,1.80092,0.31048,2.5,0.543706,-0.785143,2.3,0.7698,5.77612,3.38,
1.35543,-3.06413,4,0.502688,3.29048,4,0.680236,-0.552936,3.5,0.98421,0.744712,3.72,
0.179832,0.119029,4,0.143283,0.547685,4.5,0.471531,0.0364317,4,1.10628,0.462661,3.26,
1.0535,-1.0784,5,1.09985,0.619205,4.5,0.908314,-0.06435,3.2,0.966658,-1.61256,3.46,
1.88614,-1.90705,4,1.06671,2.73742,1.5,0.882839,1.37049,3.1,1.05809,0.609767,3.81,
0.549982,-1.15988,3,0.308474,-2.76089,6,0.626667,-1.13549,3.1,1.03888,2.36886,3.51,
0.947145,-6.60549,2,1.97503,0.159703,5,1.64653,-5.69514,2.9,1.09471,0.0722089,3.43,
1.56009,1.3544,1,1.13628,-0.416426,4,1.36707,-0.0402083,4.3,1.14853,-0.828814,3.7,
2.8192,0.757965,2,0.694491,-4.68462,6,1.55463,4.0639,4.2,0.979247,-1.16285,3.32,
1.61185,1.2179,5,1.11107,0.41497,4.5,1.43921,-0.121549,2.5,1.01901,-0.152928,3.27,
1.26372,-0.440636,4,1.92284,0.17786,4,0.685469,-7.21877,2.7,0.99398,-0.277016,3.14,
0.0795417,1.00369,5,0.583585,0.127777,4.5,1.15082,-0.452368,3.5,0.959726,-1.60754,3.46,
0.439856,-0.102077,2,0.705426,-0.100203,3,1.1668,-0.842213,2.8,0.958512,0.156293,3.68,
1.64768,-0.825535,5,0.928361,-6.78853,3,0.7981,-0.455287,3.2,0.947787,0.296557,3.4,
0.676955,-8.67682,6,2.34369,0.037232,5,1.30398,0.0649933,3.3,1.08922,-0.552783,3.57,
0.560043,-0.297918,6,0.750311,-0.461072,4.5,1.14166,-1.83753,3.6,1.03915,-8.20319,3.35,
1.65302,1.57812,2,1.0326,1.41438,3.5,0.55045,23.9139,4,0.957246,0.504707,3.6,
1.88142,-2.11506,3,0.133916,-0.523034,3,0.4324,-0.261821,2.7,1.04606,-2.60868,3.75,
0.478087,-1.43734,6,0.351405,-1.43486,2.5,1.23089,-1.36385,3.7,0.911667,27.3152,3.44,
0.237571,0.174562,3,0.522541,-0.322579,2.5,1.37388,-0.248589,3.5,1.09442,1.05225,3.4,
0.633188,-2.53779,3,0.402948,-0.593742,5,1.28091,-0.171174,3.1,0.825109,-1.68507,3.6,
2.82068,1.26318,3,0.640092,-0.865161,4,0.482792,4.22165,2.7,1.00895,-0.716481,3.53,
0.655748,-0.861937,3,0.886679,-0.342223,2.5,0.613576,-0.167958,3.5,1.00843,4.49575,3.7,
2.39847,2.64721,3,0.270504,-0.179609,2.5,0.634307,-0.00896563,3.2,0.867476,0.274386,3.36,
0.161288,0.550461,3,2.67841,4.16071,2.5,0.442849,-0.83463,2.9,0.911646,15.9896,3.85,
0.183203,0.520196,3,1.24383,2.76129,1,1.51796,0.0530595,3.1,1.07604,-0.462337,3.7,
0.364646,1.03867,6,0.410161,0.611439,4.5,1.3952,4.10261,3.7,0.979776,-7.9727,3.24,
2.25578,4.09266,4,0.604601,0.72592,3,0.916161,1.45524,3.4,0.91047,39.5505,3.26,
0.51475,0.0132625,5,2.18803,-0.750987,3,0.818456,-28.2579,3.4,0.852817,1.99375,3.65,
0.96572,0.123804,3,1.02934,1.43951,3.5,0.538873,-1.24621,3.6,0.954481,5.58314,3.81,
1.32786,0.145997,3,1.61311,-15.2278,3.5,1.45982,-6.75569,3.8,0.945718,-0.406039,3.36,
0.0892752,-2.31272,5,0.292366,-1.11424,4.5,0.688594,-0.343978,3.5,1.1089,3.0247,3.4,
0.180362,-0.682409,6,0.980263,-2.65865,5,1.15192,-1.08225,3.2,0.978215,0.855858,3.66,
4.38604,1.16454,1,2.15708,-0.0201097,4.5,1.85799,0.627826,3.5,1.01748,-0.700838,3.36,
0.153115,0.16445,6,0.246299,-5.38648,4.5,0.788191,1.79248,3.3,0.885859,-0.987367,3.26,
3.37956,-2.62426,2,1.28594,0.268085,5.5,1.0061,-0.915513,3,1.07835,0.460577,3.6,
0.187229,-0.393866,3,0.262997,-1.46642,3,0.748251,-1.93792,3.6,1.03437,-8.22881,3.52,
1.52077,1.80551,1,0.852644,-0.189935,4.5,1.15406,-40.3097,2.7,1.0701,6.61787,3.58,
0.198341,-13.1018,6,1.15304,0.0447346,5,0.712009,1.82428,3.3,1.18726,9.1994,3.33,
0.795415,-6.53596,4,0.47272,-0.672295,3,1.37717,-0.373991,2.8,1.07199,-0.890002,3.33,
0.0327769,-1.52536,3,1.4732,-1.2891,1.5,0.983811,0.615846,2.8,0.922927,-2.17418,3.49,
1.70508,-0.526947,3,1.0808,-6.34066,5,1.21952,-0.257375,4.7,1.0433,-2.36382,3.36,
0.0594597,0.775064,6,0.328518,-37.6865,3.5,0.906051,4.86915,3.5,0.850536,-0.435827,3.52,
0.0897897,-0.395303,6,1.86974,-0.748096,4,0.54455,3.93031,4.2,1.13312,-0.698581,3.47,
1.81288,-1.83287,5,2.1559,-1.88618,2.5,1.32741,0.558634,3.9,0.76332,-4.67644,3.46,
0.316551,-3.58025,4,1.10763,4.46222,2.5,1.21776,-3.26217,3.4,0.777705,-0.0566175,3.6,
0.512229,-1953.44,6,0.544394,-67.3944,5,1.66641,-12.3871,3,0.984297,2.15135,3.49,
1.1794,-0.277297,6,0.344249,0.515137,4.5,1.55989,-2.89177,3.9,0.935272,-0.38238,3.44,
0.901619,3.04808,4,0.319414,-1.89329,4.5,1.15867,-27.4374,3,1.07253,0.105565,3.53,
0.0384079,-0.306526,6,0.379839,-1.01829,5,0.812167,0.575177,3.7,0.992016,-1.44845,3.62,
0.489937,-0.168563,3,0.620606,-1.50738,5,1.03638,11.0352,2.2,1.19902,-0.171186,3.23,
1.06643,0.96938,3,0.639192,0.485314,2.5,0.778893,-0.75983,4,0.934898,-0.362843,3.55,
0.687077,1.46602,3,0.393969,0.421773,2.5,0.916786,-0.568024,3.6,0.857935,-16.1203,3.38,
0.873152,-0.804989,4,1.05077,-0.976107,3,0.978485,1.83024,4.2,1.0929,-0.299208,3.63,
1.39224,-0.448841,4,1.69432,-1.36187,3.5,0.645807,3.99253,4,0.839566,-3.77661,3.64,
0.557769,-0.0682315,5,0.348157,0.48367,4,0.615181,-1.74744,3.9,0.912436,-0.771253,3.44,
0.264509,0.208862,6,0.86815,0.0609251,2.5,0.597756,-0.340089,3.3,0.968752,2.26824,3.57,
0.779071,0.746681,6,1.4056,-0.756332,4.5,0.675956,-3.12781,3.6,1.02118,-27.8483,3.34,
0.966053,-3.0248,6,1.18078,-2.11659,2.5,1.15098,-2.64204,3.7,0.977058,13.3614,3.39,
1.64461,156.371,3,0.764245,1.62685,3.5,0.670044,-0.129148,3.2,0.976589,0.788572,3.44,
0.565565,1.27293,2,0.664576,1.20514,2.5,0.94756,-0.475219,3.2,1.05525,1.81746,3.3,
0.260104,-1.11759,1,0.866327,-8.76561,1.5,0.552428,0.836431,3.4,0.947033,0.273897,3.48,
1.60581,4.63868,2,0.259724,-1.91595,3.5,1.0143,0.246602,3,1.08876,-1.51935,3.44,
0.399071,3.84898,1,0.51538,-0.252612,3.5,1.82292,-0.542312,3.3,0.962676,5.92227,3.48,
0.943519,-2.27156,5,2.09656,-0.559319,3,1.11159,0.66308,3.8,0.967067,0.0530622,3.49,
0.814439,-1.94263,3,0.674639,2.0289,4.5,0.861763,0.745202,3,1.2356,2.43762,3.45,
0.0630365,1.54454,6,0.795338,1.34852,4.5,0.73549,-0.48488,4.3,0.999202,1.48461,3.52,
0.782065,-1.29351,2,0.0291071,3.56505,3.5,0.839751,-863.537,3.2,1.0653,-1.92982,3.29,
1.88186,-0.0117578,1,1.69064,1.69459,2,1.01147,5.72236,2.4,1.11019,-0.275973,3.62,
1.07919,-0.724284,3,1.12274,-6.91999,3.5,1.23099,2.39677,3.4,1.02518,1.24337,3.68,
1.33706,-1.08359,1,2.47392,-2.31882,5,0.915315,-1.68897,3.2,0.960296,-4.30828,3.36,
1.67006,-4.12947,3,1.16052,-1.57898,2,0.558818,-0.489142,3.9,1.16936,1.518,3.57,
0.159244,0.593222,6,0.549306,1.02605,4,1.05732,3.17131,3.3,0.882053,-0.660248,3.6,
0.612484,-1.67827,1,2.31639,0.119846,4,0.499156,0.0533185,2.7,0.992858,-7.94166,3.36,
0.573187,-0.173977,2,1.04014,0.160699,3,1.23265,0.18608,3.2,0.99933,0.40178,3.68,
0.129613,-0.235474,1,0.93436,1.16448,3,1.67836,0.440979,3.2,1.05113,-11.7822,3.42,
0.591352,1.82067,4,1.4233,1.22161,1.5,1.14685,-2.05251,3.2,0.89977,-3.96668,3.52,
0.382118,0.179323,4,0.465593,-0.635228,3.5,1.17208,-3.55398,2.7,1.12135,0.138816,3.23,
0.255425,-0.155367,5,1.09902,0.0156217,2.5,1.09822,2.90503,3.4,1.25326,0.226988,3.72,
1.07568,-3.12784,2,1.57998,1.42673,2,0.432417,79.76,3.5,1.10569,-85.3953,3.52,
0.0457544,1.52049,6,0.556371,0.181529,4.5,1.29888,-8.37314,3.5,1.01293,-2.1207,3.53,
0.813119,0.0494886,3,0.295599,0.147543,2.5,0.775622,-1.73218,3.2,1.00364,2.10986,3.48,
2.42911,-1.43889,1,1.31741,-1.53883,4.5,1.05666,0.254488,3.6,0.722878,-0.325237,3.64,
1.33584,0.924468,1,0.534919,1.21626,3,0.949726,-2.56746,3.4,1.05712,11.4323,3.66,
1.1918,-0.171383,2,1.72496,-0.0853904,3.5,1.17395,-0.367663,3.3,1.06537,-0.622578,3.48,
0.85835,1.08156,6,0.885962,0.493572,2.5,1.0781,-5.28681,3.9,1.01142,0.249207,3.42,
0.305359,-0.262361,1,0.183818,2.64775,3,1.76904,0.837841,3.3,0.92476,0.171128,3.41,
2.47836,0.406957,1,0.171441,-0.245296,4,0.871712,-0.0436129,3.6,1.03774,-0.0712816,3.27,
0.671141,1.01242,4,0.762727,1.09894,5.5,0.751824,-0.743903,3.8,1.0158,1.56079,3.64,
0.647609,-0.133594,2,0.965937,-1.06763,2,1.40657,-1.19826,3.7,0.972922,-7.35855,3.72,
0.903161,3.52995,1,0.516702,0.182386,5.5,0.735208,-1.25912,4.4,1.10092,4.83486,3.41,
0.576314,1.46101,3,0.561008,-3.14432,6,1.24617,0.0839692,3.3,0.856726,2.24517,3.44,
0.112194,-17.8702,4,1.57987,-1.35229,1,1.16288,0.907803,3.6,1.033,-0.0761187,3.51,
2.02171,-0.840372,6,0.638868,-0.735304,3,1.20682,-0.383788,3.4,1.01962,1.2657,3.45,
0.170403,0.772015,1,0.608854,1.49824,3.5,1.38255,1.41944,4,0.926938,0.196886,3.63,
1.47899,2.4614,5,0.630995,0.0914407,4.5,0.95147,-0.613832,3.4,1.06907,-2.15089,3.36,
0.248519,-0.656329,5,1.31519,-7.11926,3,1.13239,-2.07475,4.7,0.90562,-0.708994,3.53,
1.29736,-0.0906645,5,0.267476,1.4491,3.5,1.21324,0.33114,3.1,0.964068,-13.5717,3.54,
0.515968,0.946434,1,0.661997,-0.0964743,1,1.0952,1.30532,3.4,1.28541,1.94504,3.25,
0.0803021,-1.47101,2,1.86954,-0.257935,3.5,0.810178,1.01317,4.5,1.07853,1.06921,3.4,
0.0658356,-1.5102,2,0.0331125,0.828148,1.5,1.07996,-1.42336,3.5,1.14399,1.05641,3.42,
0.355207,-0.978532,2,0.112537,-2.6386,6,0.987508,-8.18649,3.1,1.10465,0.00451555,3.62,
0.517459,1.90813,3,1.25992,-0.839837,2.5,1.169,-1.54419,3.7,1.05086,-3.00972,3.23,
0.925527,0.969077,6,2.2534,133.917,2,1.11064,-0.865515,3.4,1.03059,0.974694,3.58,
0.0989516,1.52112,6,1.96579,-0.427298,3.5,1.20348,1.68583,3.4,0.90248,2.62608,3.49,
0.856456,0.0568887,2,1.4659,-0.138638,6,0.884849,-1.40562,3.9,1.10812,-0.311374,3.39,
0.49629,-3.53863,1,1.02422,3.44415,4,0.91833,-0.892693,3.8,0.946777,0.310503,3.42,
1.8243,-1.29305,4,0.340118,-0.950422,4,0.362449,-0.0413494,3.6,0.917523,0.605854,3.59,
1.98155,-203.031,4,0.894085,-0.637372,2,0.782495,-1.62211,2.8,0.921762,0.92356,3.8,
0.729642,0.580115,5,0.34694,0.244029,2.5,1.12643,0.490026,2.8,1.05226,1.81326,3.57,
0.522161,0.324176,3,0.564832,-0.442666,4,0.840436,-0.292444,3.9,1.01617,-0.273679,3.53,
1.89764,-1.12742,6,0.407221,-20.3552,5.5,1.09134,-1.63501,4,0.905986,5.11214,3.37,
0.630687,-0.922333,1,2.50243,-1.39889,5,0.838823,-0.114274,4.4,0.96268,-14.6245,3.23,
0.280787,2.22361,4,0.349009,0.0649037,3.5,0.832532,-11.0118,4,0.876061,4.17349,3.45,
0.0950527,0.335624,5,0.164394,-0.0541754,3,0.920364,0.528485,3.1,1.14116,-0.271441,3.62,
0.940134,-2.75465,5,0.739255,0.385826,3,1.00975,1.51369,4.2,0.942162,1.02732,3.38,
0.533261,9.04742,1,0.134318,-43.4084,1,1.9797,-3.71051,3.4,1.15998,0.0481169,3.25,
0.613013,0.757974,4,1.5592,1.84007,5,0.638248,0.399082,3.3,0.949393,1.86171,3.96,
0.369003,-0.316851,2,0.767621,0.516274,4,0.580813,1.1608,3.1,1.04072,1.16126,3.19,
1.67268,-51.4078,3,0.275003,-3.27267,3.5,0.964992,-1.73816,3.5,0.956096,-0.673389,3.79,
0.321312,0.335093,6,1.0351,7.31895,5,1.12651,-0.367103,3.2,1.01051,10.8279,3.47,
1.53496,32.6393,1,0.567838,-0.137215,4.5,1.16722,0.28254,3.5,0.964178,-2.16752,3.53,
0.263709,7.54007,4,0.234021,3.04437,2,1.23647,0.750007,3.1,1.09698,-0.191131,2.81,
0.108568,-1.22066,2,0.340529,-5.73063,3,1.94337,0.0805073,3.4,1.06865,0.489565,3.26,
1.82665,-1.73298,2,0.63147,5.75298,1.5,1.09893,-1.11832,3.6,0.885933,4.14819,3.5,
2.51049,1.40705,3,0.547826,-11.5952,5,0.68954,1.39527,3.5,1.05473,-1.98128,3.65,
3.30808,0.114447,6,0.428868,-0.800164,5,0.785842,-6.52453,3.2,1.00284,-1.51626,3.49,
1.80421,-0.895871,1,0.795979,0.0340749,3,0.764614,6.25455,4.3,0.985603,-3.92467,3.43,
0.715324,-0.122514,3,0.40636,-0.559256,4.5,0.640871,-22.0963,3.7,1.03899,0.108125,3.46,
1.49054,0.206293,1,0.411175,0.168755,4,0.666438,2.43795,4.5,1.09013,-1.03471,3.49,
0.385303,1.20329,3,0.579051,-2.91614,3.5,1.1356,-0.622837,3.2,1.21463,-0.670199,3.71,
0.260676,-0.387241,6,1.49816,0.404172,3.5,0.635814,-0.265194,3.2,1.07723,3.15086,3.48,
0.997919,0.820899,2,0.795014,-0.470496,4.5,0.771343,-0.723802,3.4,1.09687,0.851632,3.59,
1.14608,-1.25019,1,0.484725,0.386844,3.5,1.0144,-1.27824,3.5,1.15368,-3.11235,3.41,
0.059227,1.22545,5,0.884875,-1.03672,6,1.05225,-17.5003,3,1.05435,-0.0306594,3.61,
1.01447,-2901.89,4,0.88571,0.841259,5,1.01294,-1.13513,4,0.957692,-0.353322,3.1,
0.686033,1.06391,6,0.330438,-0.92225,3,1.12175,0.922013,3.6,0.857238,-1.1464,3.73,
0.269017,1.13597,3,0.420956,-0.593326,4.5,1.1461,11.3731,3,1.08618,41.8806,3.33,
3.30477,-2.47775,5,0.533973,4.57301,4,0.896367,-5.53767,3.2,0.862794,-1.12988,3.41,
1.30369,0.800213,2,0.81552,-0.0529479,4.5,0.949594,0.200184,2.8,1.07242,-1.10925,3.54,
0.490931,-1.1968,6,1.16933,1.43544,5,0.717895,0.190742,3.9,1.23396,1.26767,3.67,
0.0793486,-0.167675,2,0.801412,4.64185,3.5,0.707492,0.626481,3,0.994386,0.0514499,3.54,
1.33342,0.693123,6,1.16237,-0.096063,5.5,0.646701,-1.23683,3.6,1.05077,1.88157,3.5,
1.53994,3.4623,3,0.463057,0.375727,2.5,1.13512,-0.131089,2.6,0.9566,-0.0809638,3.67,
1.43073,-0.672934,4,2.15881,-0.0508208,4,0.8975,1.08511,3.8,1.01827,-0.39883,3.4,
1.51529,-1.00763,3,2.40709,-6.55461,3,1.19453,-1.76243,3.3,0.89045,1.40177,3.49,
0.893868,-0.760695,6,0.602827,0.467679,1.5,1.51593,3.16828,3.8,0.835543,0.205991,3.31,
0.766799,0.795608,4,0.848938,1.71794,3,0.855399,2.63212,3.4,1.14636,-1.1896,3.3,
0.295984,-0.0317394,6,0.140389,3.76232,4.5,1.73018,-1.37904,3.2,1.06849,-0.307344,3.56,
0.712854,-6.24415,4,0.896004,2.68847,3,0.702103,-10.8405,3.7,0.85035,-2.21988,3.51,
1.31862,0.223846,2,0.486853,-1.87407,2,0.58349,-0.61878,3,1.16113,10.1629,3.75,
0.696565,1.20753,5,2.16333,0.784189,2.5,0.903651,1.59374,3.8,0.851984,-1.74032,3.64,
1.12953,-1.21333,4,2.74682,-0.1403,4,1.31384,-11.7345,3,0.955939,-2.19533,3.56,
0.154473,2.56544,6,0.0593682,0.747001,4,1.54762,-26.2766,2.6,1.12779,-0.152508,3.39,
0.271632,0.822887,5,0.457358,-0.963527,4,1.12633,0.376362,3.5,0.920293,2.39161,3.62,
1.41086,-0.929011,5,1.65128,-0.283887,3,1.15283,3.17622,3,0.801061,0.517168,3.41,
0.17214,-1.38054,4,0.103398,-0.863768,3.5,0.497758,-1.35256,3.4,1.03865,0.0541334,3.68,
0.871246,-0.558101,3,1.1371,0.554982,4,0.950166,1.25363,4.3,0.928039,-0.338228,3.31,
2.85643,0.213528,4,1.46067,0.291008,2.5,1.06113,-0.540503,3.6,0.895026,1.04958,3.73,
0.0948216,1.28774,2,1.31183,-1.2205,2.5,1.48712,0.999655,3.5,1.05544,0.63442,3.53,
0.0655161,0.179992,3,0.641442,0.385076,3,1.15645,0.200958,3.1,0.967291,1.69649,3.27,
1.45423,-0.874502,3,1.32582,-2.81854,4.5,0.646303,-0.747656,3.4,0.873467,3.79601,3.8,
0.594958,2.50553,4,1.52354,-4.90633,4,1.60501,-0.448815,2.8,0.927294,0.240535,3.64,
0.597474,0.670938,1,1.32678,1.60356,3.5,0.90004,0.168533,2.8,0.989664,-0.0630916,3.67,
0.969869,-0.0850842,1,0.373924,0.831278,4,1.03054,-0.503148,4.3,1.08406,0.663173,3.29,
2.05824,-0.221166,5,2.28371,3.29772,4.5,1.14164,-2.42123,3.3,1.01938,0.730226,3.42,
1.11923,-2.26466,3,1.2761,7.06037,4,1.31366,-0.0810597,2.6,0.957551,-1.6428,3.44,
0.415636,-0.0560762,2,0.482988,-0.311988,5,0.876982,0.801241,2.7,0.990217,-0.93767,3.71,
2.21345,-0.400342,6,0.161641,-0.184451,4.5,0.797995,1.82779,3.6,1.0453,-0.417515,3.56,
0.0875495,-0.699599,5,0.551585,-3.77523,4.5,1.18337,3.67579,3.4,0.937603,-0.200008,3.69,
0.0126059,-4.82708,1,0.727925,0.0267444,3,1.41782,-3.07729,3.2,0.927878,0.234084,3.77,
1.20842,-2.74626,6,0.73346,-0.158409,5.5,0.934639,7.44648,4.3,0.890909,0.553182,3.57,
0.920201,0.884228,5,0.921973,0.298342,3.5,0.890652,-0.132552,4.1,0.981072,-1.21695,3.68,
0.627397,0.682312,5,0.242241,-0.321688,3.5,0.778001,-1.67181,3.7,1.07082,1.59329,3.37,
0.436394,-1.11994,2,2.35264,1.57316,6,1.00067,7.01756,3.9,1.10375,-1.55483,3.43,
0.264816,-0.198453,3,2.38595,5.06305,5,1.80371,0.143524,3.5,1.00634,0.055098,3.76,
2.73588,0.504468,2,0.182929,1.7117,5,2.26758,0.92133,3.5,1.04609,0.887629,3.42,
0.83874,5.99478e-005,3,0.909808,-3.23693,4,0.96619,-3.18588,2.8,1.02214,1.34962,3.45,
0.276111,5.28752,5,0.422411,-0.807703,3.5,1.4213,-0.367082,3.5,1.03184,-14.1612,3.41,
1.08717,0.301166,6,0.969697,-0.564522,3.5,0.593777,0.285159,3.1,1.07768,0.90131,3.17,
0.0756331,-0.429584,5,1.12921,-0.529099,2.5,0.580529,0.153963,3.2,0.930369,-3.87443,3.54,
1.00326,-4.54825,3,2.17479,-21.6043,3.5,0.512988,-0.759906,3.9,1.16411,1.54476,3.49,
0.510398,-0.167605,2,1.77967,-0.249321,5.5,0.409077,8.92324,3.9,1.02278,-0.646009,3.54,
0.262361,-0.00999755,2,2.81481,3.74628,1.5,0.731847,7.36758,3.4,0.971574,0.611853,3.58,
1.47505,-2.76807,4,0.0972262,-0.257634,2,0.774619,-0.689129,3.3,0.951903,-0.147901,3.5,
0.594185,4.80259,4,0.142263,0.326632,3,1.29125,-3.97292,4.2,0.933825,0.895966,3.49,
1.53721,-0.0356557,5,0.487884,6.80558,4.5,1.31623,-0.170587,3.4,1.00504,-19.22,3.25,
0.510275,-0.751298,4,1.5636,1.27446,3,0.69384,3.46813,3.4,0.957336,-70.1787,3.53,
0.391539,-12.7794,2,2.02619,1.16574,3.5,0.941352,93.1036,3.6,1.13047,0.11949,3.31,
2.59175,-1.50928,5,0.716746,-3.7496,5.5,1.46363,-0.33151,3.7,0.920168,-0.507001,3.79,
0.145159,-1.97027,6,1.52082,0.256512,2.5,0.903108,-2.29715,3.5,0.823646,-0.589781,3.65,
0.316722,-0.348074,3,0.808885,0.624502,3.5,1.03148,0.297984,4.1,1.07775,-1.09809,3.17,
1.75786,0.136875,6,0.829049,1.88128,3,0.437528,-0.764932,3.3,0.889575,0.16935,3.51,
0.356109,0.160587,4,1.44921,0.619518,2,1.21672,3.20517,4.7,0.995791,-1.38772,3.18,
0.940014,-24.1099,2,1.16072,2.88025,3,0.834762,-0.255862,3.9,1.1344,-0.488876,3.45,
0.606415,1.10901,4,0.566065,5.69684,3,0.66123,-0.194782,3.5,0.961018,-0.184303,3.48,
2.73702,-1.07353,6,3.58916,0.429035,4,1.04288,46.0713,4.3,1.02212,-18.2875,3.61,
0.200042,-5.97042,3,1.59312,-1.28829,5.5,0.89869,-0.18792,3.8,0.938798,-1.32678,3.43,
0.188659,-0.0344184,3,2.22229,6.03524,5.5,0.861771,-1.49204,3.6,0.911467,0.164799,3.35,
0.51361,-9.84672,3,1.06736,2.86412,3.5,1.03632,1.60435,4.1,0.873302,-0.712304,3.53,
0.506074,-1.7358,1,0.544186,3.07361,5,0.673135,0.54191,4.1,0.883729,0.730067,3.73,
0.547451,-0.658905,3,1.15648,0.889761,3.5,1.66546,-1.06703,3.5,0.971417,-0.10969,3.6,
1.10185,-0.464099,4,3.00671,19.6051,2,0.860655,16.3343,4,0.994974,-4.12164,3.59,
0.0705013,1.19271,3,1.67154,0.0109887,3,1.90343,0.406417,3.2,0.899207,-4.93477,3.51,
0.219537,-0.00437805,3,1.73202,-0.51627,3,1.8801,-0.874404,2.9,1.02052,-0.19423,3.18,
1.05832,-1.02391,2,0.391319,3.08687,4.5,1.1199,0.327649,2.9,1.02543,-4.29304,3.78,
0.694176,3.25836,4,1.90877,0.163412,3.5,1.24799,1.36415,3.2,0.881148,0.0841234,3.52,
1.30651,-0.641646,2,2.96874,0.241703,3.5,0.930317,-0.269532,3.6,1.04677,-0.508954,3.41,
0.614231,-1.1487,5,2.14904,0.242768,2.5,1.22859,0.0697051,4.1,1.11178,0.792105,3.38,
0.0946804,-0.598395,2,0.679047,-1.24566,5,1.4807,0.191561,3,0.913747,-109.305,3.59,
0.0467709,-0.0531406,1,0.530268,2.10142,4,1.32515,-3.60545,3.8,0.905084,-1.22443,3.55,
2.96768,0.622149,5,0.290141,9.25742,3.5,0.88011,0.511304,2.9,0.948036,0.400893,3.06,
0.467308,-0.00987035,6,3.06927,5.62167,3.5,0.782012,0.546836,3.4,0.824146,-0.772251,3.11,
0.836681,-3.60378,5,1.61856,55.1275,2.5,0.725556,0.0759744,3.5,0.993488,-6.59824,3.77,
1.1123,-0.802895,3,2.3926,1.69313,3.5,0.752464,0.109501,3.1,0.876926,-0.484539,3.57,
0.0426474,-0.225202,5,0.226469,1.62578,3.5,0.684638,-0.676863,3.9,1.01185,-0.660361,3.46,
3.07914,-10.1284,6,1.13947,0.552228,2.5,1.07524,1.57644,4.1,0.920999,0.331064,3.43,
0.464568,-0.552792,1,0.0845156,0.24864,4.5,1.12341,0.888793,3.2,1.20487,-0.251468,3.61,
2.31521,1.4991,3,0.470554,0.362767,4,1.13778,-0.0271248,4.1,0.949999,0.468118,3.68,
0.492394,-1.94756,4,0.180254,-3.59413,3.5,1.74377,-1.00598,4.4,0.859257,2.88148,3.56,
1.03727,-0.099606,6,1.27044,3.74219,3,0.991304,-0.396702,3.5,0.916763,-0.503808,3.57,
0.0302442,2.44907,5,2.46023,0.693235,3,1.2489,2.17443,4.3,0.975298,3.15804,3.48,
2.40176,0.928536,6,1.82502,-1.23976,5.5,1.09512,-1.37874,3.5,1.02295,-1.35139,3.16,
0.0620213,0.838877,2,1.82239,0.729273,6,1.02741,0.813734,2.9,0.936455,0.208381,3.58,
1.39707,1.26973,6,0.417432,0.828751,2,1.15752,0.328504,2.7,0.951604,1.45992,3.29,
0.237217,-0.771391,3,0.876449,124.051,2.5,0.781463,-5.53574,3,1.11574,-1.14334,3.78,
0.488387,1.34167,4,0.929102,-0.0135863,3,0.789119,-0.110732,2.4,1.04548,-1.02241,3.72,
0.432122,-0.084578,4,1.91395,-0.0745353,2.5,1.00231,-3.06704,2.6,0.895556,-0.368943,3.43,
1.77488,-0.76948,1,1.03257,-0.332587,1.5,1.23357,1.1534,3.2,1.00312,-2.04029,3.62,
0.193643,0.446261,4,0.135933,0.0990464,4,1.53136,-2.89168,3.5,1.09591,1.38703,3.42,
1.48003,-0.959519,6,1.14136,-1.22613,2,0.99746,2.12522,2.9,0.809344,0.361116,3.87,
1.87851,-4.09854,4,1.11897,-0.0876365,5,1.48604,1.27562,3.2,1.1291,-2.20615,3.73,
3.20499,1.18249,2,2.37175,-2.46538,5,1.11082,-0.0370564,3.2,1.07727,0.0160244,3.34,
0.000103818,0.195203,1,0.742699,-0.459803,3.5,1.36503,0.880964,3.9,1.14948,0.813888,3.39,
2.39584,-2.55062,2,0.419997,-8.84326,6,1.66517,-0.341347,2.9,1.01785,0.616107,3.65,
2.52331,1.80964,5,0.567949,88.3809,3,0.963607,1.69168,4.2,0.881682,-28.791,3.31,
